crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,8,45,17.0,1
Wheat,Black Soil,Flowering,57,32,74.1,1
Tomato,Red Soil,Seedling Stage,26,26,84.5,0
Wheat,Black Soil,Flowering,25,25,60.2,1
Wheat,Sandy Soil,Flowering,48,37,43.3,0
Carrot,Sandy Soil,Germination,50,42,63.6,1
Tomato,Black Soil,Flowering,25,36,34.6,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,60,34,60.8,0
Tomato,Clay Soil,Germination,15,44,18.3,1
Wheat,Red Soil,Flowering,20,33,56.8,1
Tomato,Black Soil,Flowering,69,19,90.8,0
Chilli,Loam Soil,Flowering,96,39,44.7,0
Wheat,Clay Soil,Pollination,49,33,60.9,0
Carrot,Clay Soil,Germination,10,36,50.4,0
Wheat,Red Soil,Flowering,27,27,77.6,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,13,27,60.0,0
Wheat,Black Soil,Flowering,80,19,80.5,0
Potato,Clay Soil,Flowering,94,45,22.6,1
Wheat,Alluvial Soil,Maturation,92,40,52.7,0
Carrot,Red Soil,Pollination,17,42,18.8,1
Wheat,Red Soil,Germination,3,17,90.8,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,21,41,31.8,1
Wheat,Clay Soil,Germination,28,31,46.1,0
Potato,Alluvial Soil,Flowering,5,46,18.5,1
Wheat,Black Soil,Harvest,27,26,74.8,0
Chilli,Chalky Soil,Germination,15,44,16.8,1
Tomato,Loam Soil,Seedling Stage,30,20,82.6,1
Potato,Black Soil,Flowering,77,23,83.9,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,9,22,80.2,0
Potato,Loam Soil,Seedling Stage,24,26,60.3,1
Wheat,Red Soil,Flowering,73,18,90.0,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,6,31,44.7,0
Wheat,Red Soil,Germination,18,24,71.2,1
Wheat,Black Soil,Pollination,79,25,74.4,1
Wheat,Loam Soil,Flowering,5,27,82.5,1
Tomato,Alluvial Soil,Pollination,66,31,53.9,1
Wheat,Alluvial Soil,Harvest,11,41,42.1,1
Potato,Loam Soil,Flowering,44,21,65.8,0
Chilli,Chalky Soil,Germination,64,25,77.4,0
Chilli,Red Soil,Germination,81,34,76.5,1
Chilli,Loam Soil,Seedling Stage,66,15,90.8,0
Wheat,Clay Soil,Germination,17,41,47.0,1
Carrot,Red Soil,Flowering,92,34,81.5,0
Wheat,Clay Soil,Seedling Stage,54,24,87.6,0
Tomato,Black Soil,Flowering,18,14,91.0,0
Wheat,Red Soil,Seedling Stage,69,23,79.4,0
Potato,Black Soil,Pollination,21,19,86.3,1
Wheat,Loam Soil,Pollination,27,40,53.7,1
Wheat,Loam Soil,Harvest,36,36,22.1,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,23,30,57.0,0
Wheat,Black Soil,Harvest,7,23,88.5,0
Carrot,Clay Soil,Pollination,16,33,85.6,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,7,31,35.1,1
Chilli,Loam Soil,Pollination,39,24,58.5,0
Tomato,Clay Soil,Flowering,46,26,86.2,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,36,42,28.4,1
Chilli,Loam Soil,Seedling Stage,56,27,69.9,1
Wheat,Black Soil,Seedling Stage,87,32,77.2,1
Wheat,Sandy Soil,Harvest,44,17,89.4,0
Potato,Clay Soil,Pollination,90,26,73.9,0
Tomato,Sandy Soil,Flowering,79,43,42.1,0
Chilli,Red Soil,Pollination,5,22,89.5,0
Chilli,Red Soil,Seedling Stage,90,26,82.7,0
Wheat,Loam Soil,Flowering,61,43,26.0,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,39,39,24.1,0
Carrot,Loam Soil,Flowering,81,20,90.9,0
Potato,Red Soil,Flowering,29,25,86.4,0
Carrot,Sandy Soil,Germination,37,44,17.8,0
Wheat,Clay Soil,Germination,81,44,17.9,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,86,34,65.9,0
Wheat,Black Soil,Pollination,5,37,66.8,0
Wheat,Red Soil,Pollination,71,30,57.2,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,59,32,41.7,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,81,44,18.3,1
Wheat,Sandy Soil,Pollination,57,19,77.4,0
Chilli,Sandy Soil,Flowering,81,30,45.3,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,59,19,67.6,0
Potato,Clay Soil,Flowering,26,38,23.3,1
Potato,Clay Soil,Pollination,8,17,88.8,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,46,33,68.9,0
Wheat,Alluvial Soil,Flowering,22,26,73.5,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,50,30,35.8,0
Wheat,Red Soil,Germination,52,33,52.0,1
Wheat,Black Soil,Flowering,13,28,62.8,0
Wheat,Clay Soil,Germination,69,40,45.2,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,61,42,23.4,1
Wheat,Red Soil,Flowering,65,24,87.1,0
Chilli,Loam Soil,Seedling Stage,88,42,26.2,1
Tomato,Sandy Soil,Seedling Stage,40,45,17.9,0
Carrot,Loam Soil,Harvest,5,17,90.8,1
Potato,Black Soil,Harvest,46,15,90.6,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,47,31,74.5,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,12,30,71.5,0
Chilli,Red Soil,Germination,31,29,87.0,0
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,32,22,89.3,1
Chilli,Sandy Soil,Germination,72,14,90.9,0
Tomato,Black Soil,Flowering,19,22,55.6,0
Chilli,Clay Soil,Seedling Stage,83,31,75.4,0
Carrot,Clay Soil,Harvest,15,39,24.8,1
Chilli,Loam Soil,Germination,44,27,82.4,0
Carrot,Alluvial Soil,Seedling Stage,100,17,89.8,0
Carrot,Clay Soil,Flowering,78,22,87.8,0
Carrot,Alluvial Soil,Flowering,39,37,34.2,1
Carrot,Clay Soil,Pollination,35,33,61.3,1
Carrot,Red Soil,Fruit/Grain/Bulb Formation,40,46,16.8,1
Wheat,Black Soil,Pollination,19,32,76.1,1
Wheat,Clay Soil,Flowering,10,21,85.8,1
Potato,Black Soil,Seedling Stage,59,34,67.9,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,83,21,89.6,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,95,18,82.6,0
Tomato,Clay Soil,Seedling Stage,48,29,83.8,0
Carrot,Sandy Soil,Germination,46,25,86.9,0
Carrot,Red Soil,Germination,22,29,72.6,1
Carrot,Sandy Soil,Seedling Stage,9,36,58.1,1
Chilli,Clay Soil,Germination,2,17,69.1,0
Wheat,Red Soil,Seedling Stage,46,14,91.0,0
Wheat,Sandy Soil,Maturation,25,27,29.1,0
Wheat,Alluvial Soil,Seedling Stage,55,15,91.0,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,36,42,23.0,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,47,29,63.2,1
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,62,15,90.9,0
Potato,Sandy Soil,Flowering,35,41,56.7,1
Tomato,Alluvial Soil,Germination,4,27,56.0,1
Potato,Sandy Soil,Seedling Stage,3,27,77.7,1
Wheat,Black Soil,Harvest,10,28,52.6,1
Wheat,Clay Soil,Pollination,84,30,80.7,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,8,26,82.6,1
Chilli,Red Soil,Harvest,85,16,79.6,0
Carrot,Red Soil,Seedling Stage,71,41,21.0,1
Chilli,Red Soil,Germination,54,39,27.0,1
Wheat,Black Soil,Harvest,20,16,90.9,0
Wheat,Clay Soil,Flowering,85,23,87.6,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,54,26,74.9,1
Tomato,Clay Soil,Seedling Stage,19,20,90.6,0
Potato,Black Soil,Flowering,24,29,67.8,1
Wheat,Loam Soil,Germination,70,17,88.3,0
Tomato,Clay Soil,Pollination,46,19,89.7,1
Carrot,Sandy Soil,Maturation,67,28,66.4,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,29,17,83.4,1
Wheat,Red Soil,Flowering,47,37,31.1,1
Tomato,Clay Soil,Flowering,8,18,90.9,0
Carrot,Red Soil,Maturation,10,14,89.8,0
Carrot,Sandy Soil,Germination,98,22,82.9,0
Tomato,Loam Soil,Germination,34,16,89.4,1
Wheat,Red Soil,Pollination,38,17,89.1,0
Chilli,Sandy Soil,Germination,29,35,58.3,1
Chilli,Clay Soil,Germination,79,41,32.5,0
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,70,20,88.8,0
Wheat,Sandy Soil,Pollination,14,33,83.4,1
Wheat,Loam Soil,Pollination,18,29,78.5,0
Wheat,Sandy Soil,Seedling Stage,15,29,66.5,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,43,28,74.9,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,19,15,89.8,0
Chilli,Clay Soil,Germination,87,16,90.0,0
Carrot,Black Soil,Flowering,3,20,90.2,0
Wheat,Alluvial Soil,Flowering,3,34,41.2,1
Carrot,Loam Soil,Germination,29,19,84.0,0
Chilli,Sandy Soil,Germination,72,25,76.9,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,77,40,26.9,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,39,24,57.1,0
Carrot,Red Soil,Germination,60,38,49.9,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,51,18,89.6,0
Potato,Sandy Soil,Germination,82,38,33.3,1
Potato,Red Soil,Flowering,35,26,45.9,1
Wheat,Sandy Soil,Pollination,29,32,53.2,0
Tomato,Sandy Soil,Germination,73,22,88.9,0
Carrot,Clay Soil,Seedling Stage,2,43,18.1,1
Wheat,Clay Soil,Pollination,68,23,88.7,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,68,35,34.4,1
Tomato,Sandy Soil,Flowering,68,26,81.8,0
Carrot,Red Soil,Pollination,66,18,86.9,0
Potato,Black Soil,Fruit/Grain/Bulb Formation,7,28,79.8,0
Tomato,Loam Soil,Pollination,51,14,91.0,0
Wheat,Loam Soil,Seedling Stage,37,34,46.6,1
Potato,Clay Soil,Germination,46,42,28.3,1
Wheat,Clay Soil,Flowering,63,20,80.6,0
Carrot,Red Soil,Germination,39,42,29.9,0
Potato,Sandy Soil,Flowering,83,22,88.2,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,46,29,80.8,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,58,20,70.8,0
Potato,Sandy Soil,Seedling Stage,25,16,90.6,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,12,23,79.3,1
Wheat,Loam Soil,Flowering,21,20,90.1,0
Wheat,Chalky Soil,Germination,43,21,81.8,0
Wheat,Red Soil,Seedling Stage,63,38,50.6,0
Potato,Clay Soil,Germination,49,23,83.2,1
Wheat,Clay Soil,Pollination,98,16,89.8,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,4,20,87.1,1
Tomato,Clay Soil,Seedling Stage,12,22,85.5,1
Wheat,Red Soil,Maturation,31,26,43.6,1
Tomato,Chalky Soil,Vegetative Growth / Root or Tuber Development,17,34,61.8,0
Chilli,Loam Soil,Pollination,12,30,60.3,0
Wheat,Clay Soil,Pollination,14,15,91.0,0
Wheat,Sandy Soil,Harvest,82,24,89.7,0
Potato,Alluvial Soil,Harvest,55,30,66.5,0
Wheat,Black Soil,Flowering,88,40,31.0,1
Chilli,Clay Soil,Germination,68,33,72.1,1
Carrot,Clay Soil,Fruit/Grain/Bulb Formation,2,19,70.7,1
Carrot,Alluvial Soil,Vegetative Growth / Root or Tuber Development,45,25,56.0,0
Tomato,Red Soil,Germination,4,18,79.8,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,26,30,74.3,0
Tomato,Red Soil,Germination,50,41,19.0,0
Wheat,Clay Soil,Germination,41,41,33.7,1
Chilli,Loam Soil,Vegetative Growth / Root or Tuber Development,78,17,88.7,0
Carrot,Chalky Soil,Harvest,33,18,80.8,0
Tomato,Clay Soil,Seedling Stage,99,44,20.9,1
Wheat,Black Soil,Maturation,72,26,62.3,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,19,17,88.9,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,60,15,91.0,0
Carrot,Clay Soil,Seedling Stage,18,43,34.3,1
Tomato,Loam Soil,Germination,39,29,80.7,1
Carrot,Chalky Soil,Germination,48,30,34.9,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,54,16,90.5,0
Chilli,Red Soil,Seedling Stage,18,17,90.2,0
Wheat,Clay Soil,Germination,23,19,84.3,0
Carrot,Loam Soil,Germination,88,38,26.5,0
Chilli,Sandy Soil,Germination,45,27,74.1,0
Carrot,Loam Soil,Germination,32,15,91.0,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,10,14,89.9,0
Wheat,Loam Soil,Flowering,39,43,20.7,0
Wheat,Black Soil,Maturation,31,16,89.0,0
Potato,Black Soil,Pollination,49,20,85.4,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,13,24,78.2,1
Wheat,Sandy Soil,Harvest,21,36,45.8,0
Wheat,Loam Soil,Germination,24,31,70.6,0
Chilli,Chalky Soil,Germination,61,30,45.2,1
Potato,Sandy Soil,Seedling Stage,9,22,88.0,0
Wheat,Black Soil,Seedling Stage,77,26,70.0,0
Tomato,Sandy Soil,Germination,5,25,35.4,0
Potato,Sandy Soil,Flowering,14,41,27.9,0
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,21,31,60.2,0
Wheat,Loam Soil,Harvest,11,33,55.1,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,23,36,34.3,0
Chilli,Loam Soil,Seedling Stage,11,37,30.6,1
Carrot,Red Soil,Flowering,64,19,89.1,0
Wheat,Sandy Soil,Seedling Stage,18,45,17.9,1
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,44,31,47.0,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,45,24,59.5,1
Potato,Alluvial Soil,Germination,7,14,90.5,0
Potato,Loam Soil,Vegetative Growth / Root or Tuber Development,79,29,53.3,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,14,19,77.1,0
Wheat,Clay Soil,Maturation,21,26,88.3,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,69,35,53.0,0
Tomato,Clay Soil,Pollination,9,26,81.8,0
Wheat,Sandy Soil,Pollination,79,44,17.7,1
Tomato,Black Soil,Seedling Stage,32,40,27.1,0
Carrot,Clay Soil,Germination,95,24,83.0,0
Wheat,Red Soil,Seedling Stage,13,27,38.7,0
Chilli,Red Soil,Seedling Stage,25,19,87.2,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,73,35,47.4,0
Potato,Sandy Soil,Pollination,63,21,80.2,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,72,45,16.7,0
Chilli,Clay Soil,Germination,52,18,84.7,0
Carrot,Loam Soil,Germination,66,33,37.9,1
Chilli,Loam Soil,Flowering,34,37,40.5,1
Wheat,Chalky Soil,Seedling Stage,14,37,47.5,1
Wheat,Clay Soil,Harvest,75,25,68.0,0
Carrot,Black Soil,Pollination,7,15,89.8,0
Tomato,Sandy Soil,Seedling Stage,35,19,90.6,0
Tomato,Clay Soil,Seedling Stage,34,16,90.4,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,7,24,83.3,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,64,34,51.3,0
Wheat,Sandy Soil,Flowering,23,36,54.3,0
Carrot,Black Soil,Germination,92,40,20.6,0
Potato,Alluvial Soil,Flowering,57,31,45.6,0
Wheat,Clay Soil,Harvest,20,44,34.7,0
Chilli,Sandy Soil,Harvest,66,32,64.1,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,95,42,27.3,0
Chilli,Sandy Soil,Seedling Stage,66,24,80.6,0
Chilli,Chalky Soil,Flowering,20,24,70.8,1
Carrot,Sandy Soil,Flowering,5,21,89.5,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,48,32,62.9,0
Wheat,Sandy Soil,Pollination,61,19,88.0,0
Wheat,Sandy Soil,Flowering,7,18,89.5,0
Wheat,Clay Soil,Pollination,2,15,90.9,0
Wheat,Clay Soil,Germination,88,28,62.3,0
Carrot,Sandy Soil,Seedling Stage,82,28,80.6,0
Carrot,Chalky Soil,Vegetative Growth / Root or Tuber Development,49,24,80.1,0
Wheat,Red Soil,Pollination,10,46,18.5,0
Wheat,Black Soil,Germination,53,14,91.0,0
Wheat,Red Soil,Harvest,27,17,90.9,1
Chilli,Clay Soil,Fruit/Grain/Bulb Formation,26,27,64.6,1
Wheat,Sandy Soil,Pollination,59,30,76.0,0
Wheat,Sandy Soil,Flowering,70,37,29.3,1
Wheat,Sandy Soil,Germination,46,30,73.5,0
Potato,Loam Soil,Harvest,70,42,42.3,1
Wheat,Sandy Soil,Germination,70,34,43.7,1
Potato,Clay Soil,Fruit/Grain/Bulb Formation,72,34,29.2,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,9,29,58.9,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,5,33,25.2,0
Carrot,Chalky Soil,Vegetative Growth / Root or Tuber Development,76,45,20.4,1
Wheat,Black Soil,Flowering,84,39,45.3,1
Chilli,Loam Soil,Flowering,79,23,80.3,0
Wheat,Sandy Soil,Seedling Stage,18,23,87.5,0
Wheat,Black Soil,Harvest,69,46,16.2,1
Carrot,Alluvial Soil,Harvest,82,18,90.9,0
Wheat,Clay Soil,Germination,80,27,83.7,0
Chilli,Clay Soil,Maturation,24,22,86.3,0
Chilli,Red Soil,Pollination,100,40,24.6,0
Potato,Loam Soil,Seedling Stage,10,27,86.1,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,29,21,87.9,0
Tomato,Clay Soil,Seedling Stage,6,36,64.3,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,11,16,90.7,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,71,40,20.4,1
Carrot,Clay Soil,Flowering,9,17,90.1,1
Carrot,Red Soil,Flowering,80,23,84.8,0
Tomato,Clay Soil,Pollination,71,20,81.3,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,20,20,88.5,1
Wheat,Black Soil,Maturation,2,38,49.2,0
Tomato,Clay Soil,Flowering,32,15,90.9,0
Potato,Alluvial Soil,Pollination,65,44,16.8,1
Carrot,Loam Soil,Germination,23,33,64.0,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,100,20,87.0,0
Chilli,Red Soil,Seedling Stage,24,16,76.0,0
Potato,Sandy Soil,Pollination,5,35,50.3,0
Wheat,Loam Soil,Maturation,71,45,18.9,0
Wheat,Sandy Soil,Flowering,96,38,54.3,0
Wheat,Black Soil,Harvest,24,27,79.1,0
Chilli,Red Soil,Flowering,12,17,90.4,1
Chilli,Loam Soil,Seedling Stage,52,24,56.3,0
Wheat,Sandy Soil,Pollination,50,33,56.1,0
Tomato,Red Soil,Pollination,76,22,63.8,0
Wheat,Clay Soil,Germination,5,45,17.3,1
Wheat,Alluvial Soil,Maturation,9,35,35.0,0
Chilli,Chalky Soil,Seedling Stage,46,28,64.8,0
Wheat,Black Soil,Flowering,87,40,75.4,0
Tomato,Alluvial Soil,Pollination,21,24,82.9,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,50,20,88.1,0
Chilli,Clay Soil,Flowering,76,24,76.9,1
Potato,Alluvial Soil,Pollination,63,17,90.2,0
Wheat,Black Soil,Harvest,11,22,84.6,0
Chilli,Loam Soil,Flowering,85,24,77.1,0
Wheat,Clay Soil,Germination,3,15,90.9,0
Tomato,Sandy Soil,Germination,61,15,90.6,0
Wheat,Black Soil,Maturation,82,29,46.9,1
Carrot,Black Soil,Pollination,27,16,90.8,1
Wheat,Loam Soil,Pollination,45,43,19.0,1
Carrot,Red Soil,Pollination,23,21,88.5,1
Carrot,Clay Soil,Flowering,27,15,91.0,0
Wheat,Sandy Soil,Flowering,5,19,87.6,0
Wheat,Clay Soil,Pollination,63,23,72.9,0
Potato,Red Soil,Fruit/Grain/Bulb Formation,50,25,83.4,1
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,7,27,77.6,1
Tomato,Sandy Soil,Seedling Stage,61,39,37.0,1
Wheat,Black Soil,Flowering,62,20,78.0,0
Carrot,Black Soil,Seedling Stage,55,32,77.4,0
Potato,Sandy Soil,Flowering,27,28,64.5,1
Potato,Sandy Soil,Germination,29,45,17.8,1
Tomato,Sandy Soil,Germination,96,36,55.9,0
Potato,Loam Soil,Pollination,30,27,87.3,0
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,72,32,86.1,0
Tomato,Clay Soil,Germination,26,32,74.4,0
Carrot,Chalky Soil,Germination,38,30,64.1,0
Chilli,Clay Soil,Flowering,8,44,28.8,0
Wheat,Black Soil,Maturation,25,26,79.6,1
Potato,Alluvial Soil,Harvest,86,43,18.2,1
Wheat,Red Soil,Flowering,26,44,26.4,0
Wheat,Clay Soil,Seedling Stage,76,17,87.1,0
Chilli,Sandy Soil,Maturation,20,28,48.5,1
Wheat,Red Soil,Maturation,32,16,87.7,0
Chilli,Clay Soil,Flowering,83,39,84.1,0
Tomato,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,14,91.0,0
Wheat,Sandy Soil,Pollination,26,15,90.9,0
Tomato,Loam Soil,Seedling Stage,8,38,62.7,1
Carrot,Clay Soil,Germination,42,19,88.9,0
Chilli,Loam Soil,Seedling Stage,26,29,61.2,1
Potato,Clay Soil,Seedling Stage,38,40,41.3,0
Wheat,Sandy Soil,Seedling Stage,9,16,90.7,0
Tomato,Clay Soil,Pollination,25,41,28.0,1
Carrot,Clay Soil,Germination,49,40,26.4,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,92,20,89.6,0
Wheat,Black Soil,Pollination,65,19,87.1,0
Potato,Alluvial Soil,Harvest,37,43,43.5,1
Tomato,Alluvial Soil,Pollination,6,37,77.6,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,42,45,17.0,1
Carrot,Clay Soil,Harvest,9,40,40.4,1
Chilli,Loam Soil,Germination,81,40,56.2,0
Tomato,Loam Soil,Germination,56,25,77.3,0
Wheat,Red Soil,Flowering,64,32,64.2,0
Carrot,Loam Soil,Germination,22,29,55.6,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,8,19,90.5,1
Potato,Clay Soil,Germination,14,26,68.6,1
Wheat,Clay Soil,Maturation,79,33,69.8,1
Tomato,Alluvial Soil,Maturation,27,23,85.8,0
Carrot,Chalky Soil,Vegetative Growth / Root or Tuber Development,56,26,80.5,0
Carrot,Loam Soil,Flowering,46,39,51.8,1
Carrot,Loam Soil,Pollination,43,45,18.9,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,49,28,75.1,0
Carrot,Red Soil,Flowering,79,44,26.3,0
Tomato,Alluvial Soil,Germination,75,25,63.7,0
Wheat,Red Soil,Harvest,47,18,86.8,0
Potato,Sandy Soil,Pollination,45,36,60.6,1
Potato,Black Soil,Pollination,27,28,59.1,0
Carrot,Clay Soil,Germination,94,37,51.3,0
Wheat,Loam Soil,Seedling Stage,93,31,60.5,0
Tomato,Red Soil,Seedling Stage,91,43,40.9,0
Wheat,Black Soil,Harvest,68,22,87.0,0
Wheat,Sandy Soil,Seedling Stage,64,29,75.9,1
Carrot,Sandy Soil,Germination,28,36,54.9,0
Carrot,Clay Soil,Seedling Stage,68,33,70.4,0
Wheat,Black Soil,Harvest,31,22,90.4,0
Wheat,Red Soil,Germination,43,16,88.2,0
Wheat,Sandy Soil,Harvest,62,20,70.4,0
Wheat,Clay Soil,Maturation,71,36,65.7,0
Tomato,Clay Soil,Seedling Stage,50,15,90.9,0
Wheat,Sandy Soil,Flowering,12,37,50.3,0
Wheat,Alluvial Soil,Maturation,42,31,61.3,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,2,39,37.3,1
Potato,Loam Soil,Harvest,10,30,83.4,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,4,20,82.0,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,4,24,80.7,1
Wheat,Black Soil,Maturation,19,26,78.0,0
Wheat,Clay Soil,Seedling Stage,88,27,56.6,0
Tomato,Clay Soil,Flowering,26,42,19.1,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,97,43,23.9,0
Wheat,Sandy Soil,Seedling Stage,40,25,76.9,0
Wheat,Red Soil,Seedling Stage,33,35,32.1,1
Tomato,Clay Soil,Germination,21,20,90.5,0
Chilli,Sandy Soil,Fruit/Grain/Bulb Formation,11,41,20.7,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,94,27,76.1,0
Potato,Sandy Soil,Flowering,49,14,90.8,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,30,36,20.0,0
Wheat,Clay Soil,Flowering,65,28,57.6,0
Chilli,Sandy Soil,Germination,63,34,77.6,0
Carrot,Chalky Soil,Vegetative Growth / Root or Tuber Development,29,28,39.0,0
Wheat,Sandy Soil,Seedling Stage,23,43,19.9,1
Wheat,Loam Soil,Flowering,55,21,90.1,1
Potato,Sandy Soil,Harvest,62,28,69.3,1
Chilli,Loam Soil,Flowering,90,22,89.8,0
Potato,Clay Soil,Flowering,16,20,74.3,1
Carrot,Sandy Soil,Seedling Stage,13,30,75.4,0
Chilli,Sandy Soil,Harvest,31,17,90.9,0
Potato,Loam Soil,Seedling Stage,71,16,90.2,0
Chilli,Clay Soil,Germination,13,22,87.7,0
Carrot,Alluvial Soil,Flowering,53,18,89.2,0
Wheat,Red Soil,Germination,72,33,48.4,1
Potato,Loam Soil,Pollination,79,17,87.6,0
Wheat,Clay Soil,Harvest,90,20,69.6,1
Chilli,Clay Soil,Seedling Stage,72,33,72.0,1
Chilli,Black Soil,Flowering,36,36,38.5,0
Potato,Black Soil,Seedling Stage,10,33,37.0,1
Wheat,Red Soil,Seedling Stage,40,18,85.9,0
Wheat,Black Soil,Germination,33,38,52.0,1
Wheat,Black Soil,Pollination,51,24,71.3,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,22,15,90.0,0
Tomato,Alluvial Soil,Germination,10,39,21.2,1
Tomato,Clay Soil,Fruit/Grain/Bulb Formation,19,14,91.0,0
Carrot,Clay Soil,Flowering,64,44,28.5,0
Potato,Red Soil,Seedling Stage,81,30,39.0,1
Carrot,Chalky Soil,Vegetative Growth / Root or Tuber Development,98,42,19.1,0
Tomato,Red Soil,Fruit/Grain/Bulb Formation,34,34,62.3,1
Wheat,Clay Soil,Seedling Stage,54,17,90.7,0
Wheat,Clay Soil,Seedling Stage,64,22,84.9,0
Carrot,Red Soil,Germination,33,18,89.7,0
Wheat,Red Soil,Pollination,69,15,90.7,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,47,20,74.6,0
Wheat,Clay Soil,Flowering,59,36,55.0,1
Wheat,Black Soil,Flowering,27,40,77.1,0
Wheat,Black Soil,Maturation,34,43,22.3,1
Tomato,Loam Soil,Flowering,49,29,78.7,0
Chilli,Sandy Soil,Germination,40,15,90.6,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,95,40,40.8,0
Potato,Alluvial Soil,Seedling Stage,47,18,71.6,1
